,SPX Ti,Date Tf,SPX Tf,Source,Tweet,Date Ti,Retweets,Favorites,SA,% Change SPX
560,2463.5,20170815 1100,2463.5,Twitter for iPhone,RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl,20170815 1055,8994,0,-1,0.0
561,2463.0,20170815 1108,2463.5,Twitter for iPhone,RT @MikeHolden42: @foxandfriends @realDonaldTrump He's a fascist so not unusual.,20170815 1103,373,0,-1,0.020300446609825416
562,2463.0,20170815 1108,2463.5,Twitter for iPhone,RT @SLandinSoCal: @foxandfriends @realDonaldTrump Nothing can stop the #TrumpTrain‼️ https://t.co/PprEMbiZQa,20170815 1103,769,0,0,0.020300446609825416
563,2462.75,20170815 1213,2463.0,Twitter for iPhone,Big day in Alabama. Vote for Luther Strange he will be great!,20170815 1208,11425,61099,1,0.010151253679829459
564,2466.25,20170815 1526,2466.0,Twitter for iPhone,For every CEO that drops out of the Manufacturing Council I have many to take their place. Grandstanders should not have gone on. JOBS!,20170815 1521,25350,111590,1,-0.01013684744044602
565,2469.0,20170816 1017,2469.5,Twitter for iPhone,Amazon is doing great damage to tax paying retailers. Towns cities and states throughout the U.S. are being hurt - many jobs being lost!,20170816 1012,18254,70636,1,0.02025111381125962
566,2470.0,20170816 1023,2470.25,Twitter for iPhone,Congratulation to Roy Moore and Luther Strange for being the final two and heading into a September runoff in Alabama. Exciting race!,20170816 1018,8973,52183,1,0.010121457489878543
567,2469.75,20170816 1128,2469.5,Twitter for iPhone,RT @CLewandowski_: Please watch @foxandfriends today at 7:30 AM to watch me discuss @realDonaldTrump.,20170816 1123,1109,0,0,-0.010122482032594393
568,2469.75,20170816 1129,2470.0,Twitter for iPhone,RT @Harlan: Watching MSM you would have no idea @realDonaldTrump clearly unambiguously &amp; repeatedly condemned the bigotry &amp; violence in Ch…,20170816 1124,14618,0,1,0.010122482032594393
569,2470.25,20170816 1136,2470.75,Twitter for iPhone,Congratulations John! https://t.co/vhmv7Qoutk,20170816 1131,7291,37879,0,0.02024086630907803
570,2471.0,20170816 1144,2471.75,Twitter for iPhone,Kim Jong Un of North Korea made a very wise and well reasoned decision. The alternative would have been both catastrophic and unacceptable!,20170816 1139,27363,119210,1,0.03035208417644678
571,2466.75,20170816 1456,2467.5,Twitter for iPhone,Wow Senator Luther Strange picked up a lot of additional support since my endorsement. Now in September runoff. Strong on Wall &amp; Crime!,20170816 1451,9986,57932,1,0.030404378230465188
572,2467.5,20170816 1503,2467.0,Twitter for iPhone,Memorial service today for beautiful and incredible Heather Heyer a truly special young woman. She will be long remembered by all!,20170816 1458,17856,96750,1,-0.020263424518743665
573,2451.75,20170817 1024,2451.38,Twitter for iPhone,Publicity seeking Lindsey Graham falsely stated that I said there is moral equivalency between the KKK neo-Nazis &amp; white supremacists......,20170817 1019,20156,80998,-1,-0.015091261343933552
574,2451.38,20170817 1029,2452.0,Twitter for iPhone,...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!,20170817 1024,15262,71481,-1,0.025291876412465258
575,2455.75,20170817 1037,2454.25,Twitter for iPhone,The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate bigotry etc. Shame!,20170817 1032,33033,129351,-1,-0.06108113610913163
576,2453.5,20170817 1101,2455.25,Twitter for iPhone,Great to see that Dr. Kelli Ward is running against Flake Jeff Flake who is WEAK on borders crime and a non-factor in Senate. He's toxic!,20170817 1056,23199,86073,1,0.07132667617689016
577,2443.75,20170817 1304,2441.0,Twitter for iPhone,Many meetings today in Bedminster including with Secretary Linda M and Small Business. Job numbers are looking great!,20170817 1259,11830,66631,1,-0.11253196930946291
578,2443.0,20170817 1312,2442.25,Twitter for iPhone,Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments. You.....,20170817 1307,34483,135039,1,-0.030699959066721242
579,2441.75,20170817 1320,2443.0,Twitter for iPhone,...can't change history but you can learn from it. Robert E Lee Stonewall Jackson - who's next Washington Jefferson? So foolish! Also...,20170817 1315,34360,137167,0,0.05119279205487867
580,2442.5,20170817 1326,2443.25,Twitter for iPhone,...the beauty that is being taken out of our cities towns and parks will be greatly missed and never able to be comparably replaced!,20170817 1321,27230,113707,1,0.030706243602865918
581,2425.75,20170817 1805,2426.75,Twitter for iPhone,The United States condemns the terror attack in Barcelona Spain and will do whatever is necessary to help. Be tough &amp; strong we love you!,20170817 1800,66115,222216,1,0.04122436359888695
582,2433.25,20170818 1236,2433.25,Twitter for iPhone,Homeland Security and law enforcement are on alert &amp; closely watching for any sign of trouble. Our borders are far tougher than ever before!,20170818 1231,22669,112560,-1,0.0
583,2436.75,20170818 1300,2436.0,Twitter for iPhone,The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!,20170818 1255,23407,98841,-1,-0.03077870113881194
584,2435.0,20170818 1311,2434.75,Twitter for iPhone,Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!,20170818 1306,37669,144838,-1,-0.01026694045174538
585,2430.0,20170818 1414,2430.25,Twitter for iPhone,Heading to Camp David for major meeting on National Security the Border and the Military (which we are rapidly building to strongest ever).,20170818 1409,16118,87960,-1,0.0102880658436214
586,2429.0,20170818 1532,2427.75,Twitter for iPhone,RT @hughhewitt: @realDonaldTrump I spoke to a group of influential CA GOPers tonight long time activists bundlers influencers. Support f…,20170818 1527,12277,0,-1,-0.051461506792918894
587,2429.0,20170818 1532,2427.75,Twitter for iPhone,RT @hughhewitt: #NeverTrumpers elite MSMers and virtue signalers are persuading themselves that @realDonaldTrump supporters are deserting.…,20170818 1527,10351,0,0,-0.051461506792918894
588,2429.38,20170818 1533,2428.0,Twitter for iPhone,I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s,20170818 1528,14281,57839,0,-0.056804616815817575
589,2422.25,20170821 0306,2421.75,Twitter for iPhone,Thoughts &amp; prayers are w/ our @USNavy sailors aboard the #USSJohnSMcCain where search &amp; rescue efforts are underway. https://t.co/DQU0zTRXNU,20170821 0301,20975,86029,0,-0.02064196511507896
590,2425.75,20170821 1332,2426.25,Twitter for iPhone,Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry!,20170821 1327,15972,76326,1,0.020612181799443473
591,2426.25,20170821 1337,2424.75,Twitter for iPhone,Thank you the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK,20170821 1332,20686,87097,-1,-0.061823802163833076
592,2436.5,20170822 0306,2436.25,Twitter for iPhone,RT @marcorubio: Good #AfghanStrategy &amp; excellent speech by @POTUS laying it out to the nation.,20170822 0301,8149,0,1,-0.010260619741432383
593,2433.75,20170822 0325,2433.5,Media Studio,Thank you to the men and women of Fort Myer and every member of the U.S. Military at home and abroad. #USA🇺🇸 https://t.co/ticezYKkhz,20170822 0320,15249,75023,-1,-0.010272213662044172
594,2433.0,20170822 0355,2433.75,Media Studio,Address to the NationFull Video &amp; Transcript:https://t.co/FELdImTuUM https://t.co/6ly3fNatiX,20170822 0350,13820,54577,0,0.030826140567200986
595,2442.25,20170822 1051,2442.75,Twitter for iPhone,Was with great people last night in Fort Myer Virginia. The future of our country is strong!,20170822 1046,15407,90990,1,0.02047292455727301
596,2443.0,20170823 1325,2443.0,Twitter for iPhone,Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake weak on crime &amp; border!,20170823 1320,20194,96417,1,0.0
597,2442.5,20170823 1345,2442.5,Twitter for iPhone,Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!,20170823 1340,19691,91085,1,0.0
598,2442.0,20170823 1355,2441.5,Twitter for iPhone,If Republican Senate doesn't get rid of the Filibuster Rule &amp; go to a simple majority which the Dems would do they are just wasting time!,20170823 1350,20059,81165,0,-0.020475020475020478
599,2439.75,20170824 1224,2439.5,Twitter for iPhone,I requested that Mitch M &amp; Paul R tie the Debt Ceiling legislation into the popular V.A. Bill (which just passed) for easy approval. They...,20170824 1219,18169,66284,1,-0.010246951531919254
600,2440.25,20170824 1230,2439.5,Twitter for iPhone,...didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!,20170824 1225,13570,62462,1,-0.030734555885667453
601,2440.25,20170824 1238,2438.75,Twitter for iPhone,RT @JerryTravone: @realDonaldTrump  https://t.co/6XJxEg1gSs,20170824 1233,27013,0,0,-0.061469111771334906
602,2440.25,20170824 1246,2439.75,Twitter for iPhone,The Fake News is now complaining about my different types of back to back speeches. Well their was Afghanistan (somber) the big Rally.....,20170824 1241,2763,11091,-1,-0.020489703923778302
603,2440.25,20170824 1256,2440.25,Twitter for iPhone,...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong).To bad the Dems have no one who can change tones!,20170824 1251,1815,7696,1,0.0
604,2440.0,20170824 1312,2440.75,Twitter for iPhone,...(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). To bad the Dems have no one who can change tones!,20170824 1307,1014,4467,1,0.03073770491803279
605,2440.0,20170824 1312,2440.75,Twitter for iPhone,The Fake News is now complaining about my different types of back to back speeches. Well there was Afghanistan (somber) the big Rally.....,20170824 1307,14865,69995,-1,0.03073770491803279
606,2439.25,20170824 1315,2442.5,Twitter for iPhone,James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?,20170824 1310,1027,3409,1,0.13323767551501486
607,2442.5,20170824 1320,2443.75,Twitter for iPhone,James Clapper who famously got caught lying to Congress is now an authority on Donald Trump. Will he show you his beautiful letter to me?,20170824 1315,22501,77757,1,0.0511770726714432
608,2442.5,20170824 1320,2443.75,Twitter for iPhone,..(enthusiastic dynamic and fun) and the American Legion - V.A. (respectful and strong). Too bad the Dems have no one who can change tones!,20170824 1315,10967,55215,1,0.0511770726714432
609,2441.5,20170824 1347,2441.75,Twitter for iPhone,The only problem I have with Mitch McConnell is that after hearing Repeal &amp; Replace for 7 years he failed!That should NEVER have happened!,20170824 1342,25299,107399,-1,0.010239606799098914
610,2442.5,20170824 1936,2442.25,Media Studio,As #HurricaneHarvey intensifies - remember to #PlanAhead. ☑️https://t.co/FMdmvohypy☑️https://t.co/YL56ldeqoW ☑️https://t.co/t1s4AL3B47 https://t.co/tpXmOK70ug,20170824 1931,15548,55955,0,-0.010235414534288638
611,2450.5,20170825 1030,2451.0,Twitter for iPhone,RT @EricTrump: Honored to speak at the RNC Summer Meeting in Nashville Tennessee this evening! @GOP #MAGA @GOPChairwoman 🇺🇸🇺🇸🇺🇸 https://t.c…,20170825 1025,5652,0,0,0.020403999183840033
612,2449.5,20170825 1038,2450.5,Twitter for iPhone,If Senate Republicans don't get rid of the Filibuster Rule and go to a 51% majority few bills will be passed. 8 Dems control the Senate!,20170825 1033,17757,68559,-1,0.04082465809348847
613,2449.75,20170825 1045,2447.5,Twitter for iPhone,General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News,20170825 1040,18519,86788,1,-0.09184610674558628
614,2448.25,20170825 1049,2445.5,Twitter for iPhone,Few if any Administrations have done more in just 7 months than the Trump A. Bills passed regulations killed border military ISIS SC!,20170825 1044,15923,73282,-1,-0.11232513019503727
615,2442.5,20170825 1137,2443.25,Twitter for iPhone,"Nick Adams ""Retaking America""  ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""",20170825 1132,15734,70475,1,0.030706243602865918
616,2444.75,20170825 1551,2444.5,Twitter for iPhone,I have spoken w/ @GovAbbott of Texas and @LouisianaGov Edwards. Closely monitoring #HurricaneHarvey developments &amp; here to assist as needed.,20170825 1546,12804,59752,0,-0.010225994477962982
617,2443.25,20170825 1607,2443.0,Twitter for iPhone,Received a #HurricaneHarvey briefing this morning from Acting @DHSgov Secretary Elaine Duke @FEMA_Brock @TomBossert45 and COS John Kelly. https://t.co/cnkRZd6D6Z,20170825 1602,8523,39543,0,-0.010232272587741738
618,2440.5,20170828 1313,2440.75,Twitter for iPhone,RT @KatiePavlich: Your boss pardoned a traitor who gave U.S. enemies state secrets he also pardoned a terrorist who killed Americans. Spar…,20170828 1308,27208,0,-1,0.01024380249948781
619,2440.5,20170828 1313,2440.75,Twitter for iPhone,RT @DineshDSouza: Finally as if by accident the @washingtonpost breaks down &amp; admits the truth about where the violence is coming from ht…,20170828 1308,31015,0,-1,0.01024380249948781
620,2440.75,20170828 1316,2440.75,Twitter for iPhone,RT @Inspire_Us: No color no religion no nationality should come between us we are all children of God. - Mother Teresa,20170828 1311,12688,0,0,0.0
621,2440.75,20170828 1318,2440.5,Twitter for iPhone,RT @GregAbbott_TX: Thanks to the Texas National Guard for their help to rescue flooded Texans. #HurricaneHarvey https://t.co/lhpJtAne10,20170828 1313,12773,0,1,-0.010242753252074157
622,2440.75,20170829 1127,2439.5,Twitter for iPhone,RT @TXMilitary: #PhotosFromTheField: Aerial photos from our rescue crews earlier today. #Harvey #TMDHarvey @USNationalGuard https://t.co/fA…,20170829 1122,7479,0,0,-0.05121376626037079
623,2440.75,20170829 1127,2439.5,Twitter for iPhone,RT @NWSHouston: Historic flooding is still ongoing across the area. If evacuated please DO NOT return home until authorities indicate it i…,20170829 1122,5207,0,0,-0.05121376626037079
624,2439.25,20170829 1136,2439.75,Twitter for iPhone,"RT @TheFive: ""Trump just won on law &amp; order and now he's delivering the goods."" -@jessebwatters #thefive",20170829 1131,7469,0,0,0.020498103925386903
625,2440.75,20170829 1215,2441.0,Twitter for iPhone,Leaving now for Texas!,20170829 1210,22210,143575,0,0.010242753252074157
626,2442.0,20170829 1231,2442.25,Twitter for iPhone,.@foxandfriends   We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle,20170829 1226,17234,80437,1,0.010237510237510239
627,2446.5,20170829 1611,2446.75,Twitter for iPhone,RT @BrazoriaCounty: https://t.co/sUTyXBzer9,20170829 1606,15341,0,0,0.010218679746576743
628,2453.5,20170830 1252,2453.75,Twitter for iPhone,The U.S. has been talking to North Korea and paying them extortion money for 25 years. Talking is not the answer!,20170830 1247,14522,111271,0,0.010189525168127165
629,2457.5,20170830 1332,2457.75,Twitter for iPhone,After reading the false reporting and even ferocious anger in some dying magazines it makes me wonder WHY? All I want to do is #MAGA!,20170830 1327,28527,109867,-1,0.01017293997965412
630,2476.0,20170901 1155,2476.75,Twitter for iPhone,Texas is heeling fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,20170901 1150,4996,22450,1,0.030290791599353797
631,2476.75,20170901 1201,2477.25,Twitter for iPhone,Wow looks like James Comey exonerated Hillary Clinton long before the investigation was over...and so much more. A rigged system!,20170901 1156,42941,137366,1,0.02018774603815484
632,2477.75,20170901 1240,2478.0,Twitter for iPhone,General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to..,20170901 1235,13935,76071,1,0.010089799212995663
633,2479.25,20170901 1303,2479.5,Twitter for iPhone,Texas is healing fast thanks to all of the great men &amp; women who have been working so hard. But still so much to do. Will be back tomorrow!,20170901 1258,18432,98350,1,0.010083694665725522
634,2459.0,20170905 1209,2455.5,Twitter for iPhone,Congress get ready to do your job - DACA!,20170905 1204,25910,104531,1,-0.1423342822285482
635,2456.75,20170905 1212,2455.75,Twitter for iPhone,RT @DanScavino: 'Trump as Commander in Chief Making the Hard Decisions' by LTG (Ret) Kellogg a highly decorated Vietnam War Vet: https://…,20170905 1207,5658,0,-1,-0.04070418235473695
636,2450.75,20170905 1241,2451.25,Twitter for iPhone,I am allowing Japan &amp; South Korea to buy a substantially increased amount of highly sophisticated military equipment from the United States.,20170905 1236,33372,125347,1,0.020401917780271343
637,2449.75,20170905 1255,2450.75,Twitter for iPhone,RT @The_Trump_Train: @realDonaldTrump Make no mistake we are going to put the interest of AMERICAN CITIZENS FIRST! The forgotten men &amp; w…,20170905 1250,17576,0,1,0.04082049188692724
638,2458.0,20170905 2050,2458.0,Twitter for iPhone,I look forward to working w/ D's + R's in Congress to address immigration reform in a way that puts hardworking citizens of our country 1st.,20170905 2045,24254,104097,0,0.0
639,2462.88,20170906 1052,2461.25,Twitter for iPhone,Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.,20170906 1047,17766,89928,0,-0.06618268043916509
640,2461.13,20170906 1056,2461.75,Twitter for iPhone,Watching Hurricane closely. My team which has done and is doing such a good job in Texas is already in Florida. No rest for the weary!,20170906 1051,5229,109965,1,0.025191680244436125
641,2461.5,20170906 1058,2461.75,Twitter for iPhone,Hurricane looks like largest ever recorded in the Atlantic!,20170906 1053,13326,59907,0,0.010156408693885842
642,2461.75,20170906 1142,2461.0,Twitter for iPhone,RT @VP: .@POTUS is committed to the health &amp; well-being of the US people &amp; we are confident Dr. Jerome Adams will succeed as our new surgeo…,20170906 1137,11498,0,1,-0.030466131816796995
643,2462.5,20170907 0009,2462.5,Twitter for iPhone,Thank you for joining me in Mandan ND Gov. @DougBurgum Lt. Gov. @BrentSanfordND @SenJohnHoeven @RepKevinCramer &amp; @SenatorHeitkamp. https://t.co/8nIvtHvpu6,20170907 0004,6481,33283,0,0.0
644,2460.25,20170907 1238,2460.25,Twitter for iPhone,Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful be safe! #FEMA,20170907 1233,16584,81964,1,0.0
645,2460.75,20170907 1256,2462.0,Twitter for iPhone,RT @GOP: .@POTUS: I want to work with Congress Republicans and Democrats on a plan that is pro-growth pro-jobs pro-worker and pro-Amer…,20170907 1251,7856,0,0,0.05079752108097125
646,2460.75,20170907 1256,2462.0,Twitter for iPhone,Thank you our great honor! https://t.co/StrciEwuWs,20170907 1251,12459,46856,1,0.05079752108097125
647,2461.25,20170907 1257,2462.25,Twitter for iPhone,RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more: https://t.co/w5eMl…,20170907 1252,7201,0,1,0.04062976130015236
648,2461.0,20170907 1258,2462.75,Twitter for iPhone,RT @GOP: .@IvankaTrump: This administration is committed to keeping working families at the forefront of our agenda.https://t.co/rHqFqUJGWI,20170907 1253,5340,0,0,0.07110930516050386
649,2462.5,20170907 2023,2463.25,Twitter for iPhone,During my trip to Saudi Arabia I spoke to the leaders of more than 50 Arab &amp; Muslim nations about the need to confront our shared enemies.. https://t.co/8oeAQfIeX8,20170907 2018,10156,42117,1,0.030456852791878174
650,2463.75,20170908 1239,2463.75,Twitter for iPhone,Hurricane Irma is of epic proportion perhaps bigger than we have ever seen. Be safe and get out of its wayif possible. Federal G is ready!,20170908 1234,14321,63787,1,0.0
651,2463.75,20170908 1242,2463.75,Twitter for iPhone,Our incredible U.S. Coast Guard saved more than 15000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!,20170908 1237,20615,101114,1,0.0
652,2463.5,20170908 1246,2463.75,Twitter for iPhone,Republicans sorry but I've been hearing about Repeal &amp; Replace for 7 years didn't happen! Even worse the Senate Filibuster Rule will....,20170908 1241,17525,70686,-1,0.010148163182463974
653,2463.75,20170908 1251,2464.0,Twitter for iPhone,...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!,20170908 1246,14829,63330,1,0.010147133434804667
654,2464.0,20170908 1302,2463.0,Twitter for iPhone,Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!,20170908 1257,20704,79689,1,-0.040584415584415584
655,2462.5,20170908 1507,2463.25,Media Studio,A message to my fellow Americans🇺🇸#IrmaHurricane2017🎥https://t.co/jyg6AlyAAb🎥https://t.co/iPujtHzejr https://t.co/HCQ9kmKc4E,20170908 1502,21133,68359,0,0.030456852791878174
656,2487.75,20170911 1807,2488.5,Twitter for iPhone,#NeverForget https://t.co/rmQ1a5bDon,20170911 1802,19251,81914,0,0.030147723846849564
657,2493.0,20170912 1222,2493.0,Twitter for iPhone,RT @LouDobbs: Making America Great Again- @Kellyannepolls: After #Irma @POTUS is focused on saving lives not swamp shenanigans. #Dobbs #MA…,20170912 1217,7631,0,1,0.0
658,2494.25,20170912 1301,2494.25,Twitter for iPhone,Fascinating to watch people writing books and major articles about me and yet they know nothing about me &amp; have zero access. #FAKE NEWS!,20170912 1256,24187,107606,1,0.0
659,2494.25,20170912 1316,2494.25,Twitter for iPhone,The devastation left by Hurricane Irma was far greater at least in certain locationsthan anyone thought - but amazing people working hard!,20170912 1311,14735,85323,1,0.0
660,2495.5,20170912 2017,2495.75,Twitter for iPhone,It was a great honor to welcome Prime Minister Najib Abdul Razak of Malaysia and his distinguished delegation to the @WhiteHouse today! https://t.co/3pWrBOh8dG,20170912 2012,13955,52354,1,0.010018032458425166
661,2494.5,20170913 1133,2494.25,Twitter for iPhone,The approval process for the biggest Tax Cut &amp; Tax Reform package in the history of our country will soon begin. Move fast Congress!,20170913 1128,17878,80698,1,-0.010022048506714773
662,2494.0,20170913 1139,2493.25,Twitter for iPhone,I will be traveling to Florida tomorrow to meet with our great Coast Guard FEMA and many of the brave first responders &amp; others.,20170913 1134,14812,87319,1,-0.030072173215717722
663,2494.75,20170913 1241,2495.5,Twitter for iPhone,With Irma and Harvey devastation Tax Cuts and Tax Reform is needed more than ever before. Go Congress go!,20170913 1236,20177,93742,1,0.030063132578414673
664,2493.75,20170914 1016,2494.5,Twitter for iPhone,No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.,20170914 1011,17444,64610,-1,0.03007518796992481
665,2495.0,20170914 1025,2494.75,Twitter for iPhone,The WALL which is already under construction in the form of new renovation of old and existing fences and walls will continue to be built.,20170914 1020,24085,105068,1,-0.01002004008016032
666,2494.75,20170914 1033,2495.5,Twitter for iPhone,Does anybody really want to throw out good educated and accomplished young people who have jobs some serving in the military? Really!.....,20170914 1028,18471,82554,1,0.030063132578414673
667,2495.75,20170914 1110,2496.5,Twitter for iPhone,Am leaving now for Florida to see our GREAT first responders and to thank the U.S. Coast Guard FEMA etc. A real disaster much work to do!,20170914 1105,10775,67205,1,0.03005108684764099
668,2487.75,20170914 1909,2488.0,Twitter for iPhone,Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!,20170914 1904,10125,60358,1,0.010049241282283189
669,2490.0,20170914 2116,2490.5,Media Studio,WE ARE WITH YOU FLORIDA!Emergency Information 1-800-342-3557https://t.co/zbWkR5VmDpVolunteer 1-800-FL-HELP-1https://t.co/ghkbVajBN0 https://t.co/2Jj85weO1U,20170914 2111,13782,53795,0,0.020080321285140562
670,2492.75,20170915 1047,2494.5,Twitter for iPhone,Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!,20170915 1042,29327,110223,-1,0.07020359041219537
671,2494.5,20170915 1053,2495.75,Twitter for iPhone,Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off &amp; use better!,20170915 1048,21411,97462,1,0.050110242533573865
672,2496.25,20170915 1059,2495.25,Twitter for iPhone,The travel ban into the United States should be far larger tougher and more specific-but stupidly that would not be politically correct!,20170915 1054,24579,106622,-1,-0.04006009013520281
673,2495.0,20170915 1105,2495.0,Twitter for iPhone,We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive &amp; nasty!,20170915 1100,21649,101229,-1,0.0
674,2494.75,20170915 1125,2495.25,Twitter for iPhone,ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!,20170915 1120,28192,112106,-1,0.02004208838560978
675,2497.0,20170915 1614,2497.0,Media Studio,WEEKLY ADDRESS🇺🇸 https://t.co/MsaLA9POAt,20170915 1609,10845,42478,0,0.0
676,2502.5,20170918 1321,2502.5,Twitter for iPhone,Happy 70th Birthday @CIA! https://t.co/CU3gOZMf7J,20170918 1316,9725,51073,1,0.0
677,2502.25,20170919 0423,2502.5,Twitter for iPhone,We call for the full restoration of democracy and political freedoms in Venezuela and we want it to happen very very soon! https://t.co/bMJDOtAesl,20170919 0418,19103,60538,1,0.009991008092716554
678,2503.0,20170919 0452,2502.75,Media Studio,#USAatUNGA🇺🇸 #UNGA https://t.co/MjIJ7HG3eU,20170919 0447,8191,37546,0,-0.00998801438274071
679,2502.5,20170919 1127,2503.5,Twitter for iPhone,RT @IvankaTrump: I have long respected India's accomplished and charismatic Foreign Minister @SushmaSwaraj and it was an honor to meet her…,20170919 1122,9439,0,1,0.03996003996003996
680,2505.5,20170920 0958,2505.0,Twitter for iPhone,Thank you Jacob! https://t.co/Wjjrv6KTVT,20170920 0953,150,505,0,-0.019956096587507483
681,2505.25,20170920 1004,2504.5,Twitter for iPhone,RT @Scavino45: .@POTUS @realDonaldTrump and @UN Secretary-General @AntonioGuterres pose for📸prior to their expanded bilateral meeting. #USA…,20170920 0959,3902,0,1,-0.029937132022752222
682,2504.75,20170920 1005,2505.0,Twitter for iPhone,"RT @Scavino45: ""The Iran deal was one of the worst &amp; most one sided transactions the United States has EVER entered into.""@POTUS @realDona…",20170920 1000,9466,0,-1,0.009981036031540073
683,2504.75,20170920 1005,2505.0,Twitter for iPhone,RT @Scavino45: #WeThePeople🇺🇸#USAatUNGA #UNGA https://t.co/8VsFL9MZxx,20170920 1000,4295,0,0,0.009981036031540073
684,2504.25,20170920 1019,2503.75,Twitter for iPhone,Big meetings today at the United Nations. So many interesting leaders. America First will MAKE AMERICA GREAT AGAIN!,20170920 1014,10607,56923,1,-0.019966057701906757
685,2505.0,20170920 1045,2504.25,Twitter for iPhone,After allowing North Korea to research and build Nukes while Secretary of State (Bill C also) Crooked Hillary now criticizes.,20170920 1040,21917,83684,0,-0.029940119760479042
686,2505.0,20170920 1047,2504.25,Twitter for iPhone,RT @DonnaWR8: @realDonaldTrump Thank you @POTUS for believing in Us like we believed in you! #MAGA https://t.co/C476SHWd0m,20170920 1042,10858,0,0,-0.029940119760479042
687,2504.25,20170920 1052,2504.5,Twitter for iPhone,RT @RealEagleBites: @realDonaldTrump It is the height of hypocrisy. Obama and Clinton in effect gave nuclear weapons to North Korea by thei…,20170920 1047,7846,0,0,0.009983028850953379
688,2502.75,20170920 1105,2503.75,Twitter for iPhone,Thank you  @foxandfriends - great show!,20170920 1100,5871,39397,1,0.0399560483468185
689,2503.25,20170920 1108,2503.5,Twitter for iPhone,RT @Franklin_Graham: Join me in praying for @POTUS. He reminded the world “If the righteous many do not confront the wicked few then evil…,20170920 1103,22093,0,-1,0.009987016878058525
690,2505.25,20170920 1214,2506.25,Twitter for iPhone,Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!,20170920 1209,10175,49353,1,0.039916176030336294
691,2506.0,20170920 1221,2506.0,Twitter for iPhone,I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal &amp; Replace ObamaCare. Money direct to States!,20170920 1216,12989,59827,1,0.0
692,2501.75,20170920 1528,2501.75,Media Studio,It was a great honor to be with King Abdullah II of Jordan and his delegation this morning. We had a GREAT bilateral meeting!🇺🇸🇯🇴 https://t.co/6tYDHswKa3,20170920 1523,8613,43393,1,0.0
693,2504.5,20170920 2247,2504.75,Twitter for iPhone,"Alabama is sooo lucky to have a candidate like ""Big"" Luther Strange. Smart tough on crime borders &amp; trade loves Vets &amp; Military. Tuesday!",20170920 2242,7454,43945,1,0.009982032341784786
694,2500.25,20170921 1611,2501.0,Media Studio,It was a great privilege to meet with President Moon of South Korea.Stay tuned! 🇺🇸🇰🇷#UNGA https://t.co/7xYDO5ddUm,20170921 1606,9037,44862,1,0.029997000299970003
