source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @fema: Stay safe and shelter away from windows on the lowest floor that’s not subject to flooding. If you get trapped in a flooded build…,9/14/2018 11:28,3463,0,TRUE,1.04056E+18
Twitter for iPhone,Gina is Great! https://t.co/TyLQ2W42y5,9/14/2018 2:37,9089,41619,FALSE,1.04043E+18
Twitter for iPhone,John Kerry had illegal meetings with the very hostile Iranian Regime which can only serve to undercut our great work to the detriment of the American people. He told them to wait out the Trump Administration! Was he registered under the Foreign Agents Registration Act? BAD!,9/14/2018 1:10,39118,124575,FALSE,1.04041E+18
Twitter for iPhone,RT @LouDobbs: #FakeNews- The Hurricane Maria death tolls have been inflated &amp; President @realDonaldTrump was right to call out organization…,9/14/2018 0:28,17587,0,TRUE,1.0404E+18
Twitter for iPhone,"RT @NWS: Important note as #Florence continues to close in on the Carolina coastline storm surge is not just an ""ocean"" problem tonight. S…",9/14/2018 0:11,5328,0,TRUE,1.04039E+18
Twitter for iPhone,RT @DanScavino: Jamie Dimon loves President Trump. If he were to run in 2020 he’d have a ZERO percent chance. ¯\_(?)_/¯ https://t.co/R5d63…,9/14/2018 0:11,5569,0,TRUE,1.04039E+18
Twitter for iPhone,Senator Debbie Stabenow and the Democrats are totally against approving the Farm Bill. They are fighting tooth and nail to not allow our Great Farmers to get what they so richly deserve. Work requirements are imperative and the Dems are a NO. Not good!,9/13/2018 17:56,21003,69694,FALSE,1.0403E+18
Twitter for iPhone,Thank you @USNationalGuard! #HurricaneFlorence https://t.co/4xWFr1jz9I,9/13/2018 17:41,7931,34794,FALSE,1.04029E+18
Twitter for iPhone,I was just briefed on Hurricane Florence. FEMA First Responders and Law Enforcement are supplied and ready. We are with you! https://t.co/mP7icn0Yzl https://t.co/a8KQ0lcoSD,9/13/2018 17:26,12401,54406,FALSE,1.04029E+18
Twitter for iPhone,Thank you @USCG! https://t.co/PqddsoZg2I,9/13/2018 15:14,10539,46440,FALSE,1.04026E+18
Twitter for iPhone,The Wall Street Journal has it wrong we are under no pressure to make a deal with China they are under pressure to make a deal with us. Our markets are surging theirs are collapsing. We will soon be taking in Billions in Tariffs &amp; making products at home. If we meet we meet?,9/13/2018 14:15,23038,87737,FALSE,1.04024E+18
Twitter for iPhone,RT @fema: Storm surge is deadly. Anyone in an evacuation zone in the Carolinas and Virginia must leave NOW if they haven't yet. #Florence h…,9/13/2018 13:41,8800,0,TRUE,1.04023E+18
Twitter for iPhone,.....This was done by the Democrats in order to make me look as bad as possible when I was successfully raising Billions of Dollars to help rebuild Puerto Rico. If a person died for any reason like old age just add them onto the list. Bad politics. I love Puerto Rico!,9/13/2018 12:49,21598,90523,FALSE,1.04022E+18
Twitter for iPhone,3000 people did not die in the two hurricanes that hit Puerto Rico. When I left the Island AFTER the storm had hit they had anywhere from 6 to 18 deaths. As time went by it did not go up by much. Then a long time later they started to report really large numbers like 3000...,9/13/2018 12:37,20699,77663,FALSE,1.04022E+18
Twitter for iPhone,“Middle-Class Income Hits All-Time High!” @foxandfriends  And will continue to rise (unless the Dems get in and destroy what we have built).,9/13/2018 12:25,16820,65135,FALSE,1.04021E+18
Twitter for iPhone,RT @realDonaldTrump: “I can say as it relates to the Senate Intelligence Committee Investigation that we have NO hard evidence of Collusi…,9/13/2018 12:18,17745,0,TRUE,1.04021E+18
Twitter for iPhone,RT @realDonaldTrump: “President Trump would need a magic wand to get to 4% GDP” stated President Obama. I guess I have a magic wand 4.2%…,9/13/2018 12:17,42226,0,TRUE,1.04021E+18
Twitter for iPhone,RT @realDonaldTrump: https://t.co/Vh47XjGzpt,9/13/2018 12:16,37783,0,TRUE,1.04021E+18
Twitter for iPhone,RT @realDonaldTrump: “We have found nothing to show collusion between President Trump &amp; Russia absolutely zero but every day we get more…,9/13/2018 12:16,22633,0,TRUE,1.04021E+18
Twitter for iPhone,.....”It is a cesspool of corruption and the people who did this need to be brought to justice.”  @GreggJarrett,9/13/2018 12:10,10772,43508,FALSE,1.04021E+18
Twitter for iPhone,More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the FBI &amp; DOJ. This should never have happened but we are learning more and more by the hour. “Others were leaking like mad” in order to get the President! ........,9/13/2018 12:06,16690,59307,FALSE,1.04021E+18
Twitter for iPhone,We are completely ready for hurricane Florence as the storm gets even larger and more powerful. Be careful!,9/13/2018 11:39,8507,46984,FALSE,1.0402E+18
Twitter for iPhone,The problem with banker Jamie Dimon running for President is that he doesn’t have the aptitude or “smarts” &amp; is a poor public speaker &amp; nervous mess - otherwise he is wonderful. I’ve made a lot of bankers and others look much smarter than they are with my great economic policy!,9/13/2018 11:22,11842,59886,FALSE,1.0402E+18
Twitter for iPhone,Tonight it was my great honor to host a Congressional Medal of Honor Society Reception at the @WhiteHouse! https://t.co/75JQiVtnUT,9/12/2018 23:21,12206,53539,FALSE,1.04002E+18
Twitter for iPhone,#HurricaneFlorence https://t.co/mP7icn0Yzl https://t.co/jOdKT02rbH,9/12/2018 23:16,7965,33188,FALSE,1.04002E+18
Twitter for iPhone,It is imperative that everyone follow local evacuation orders. This storm is extremely dangerous. Be SAFE! #HurricaneFlorence https://t.co/94Ue4e26PD https://t.co/KvF54CwomW,9/12/2018 16:37,18044,65031,FALSE,1.03992E+18
Twitter for iPhone,“I can say as it relates to the Senate Intelligence Committee Investigation that we have NO hard evidence of Collusion.”  Richard Burr (R-NC) Senate Intelligence Committee Chairman,9/12/2018 14:06,17728,71348,FALSE,1.03988E+18
Twitter for iPhone,Hurricane Florence may now be dipping a bit south and hitting a portion of the Great State of Georgia. Be ready be prepared!,9/12/2018 13:58,14106,63590,FALSE,1.03988E+18
Twitter for iPhone,https://t.co/54YVC4DDfe,9/12/2018 11:03,13770,55171,FALSE,1.03983E+18
Twitter for iPhone,Hurricane Florence is looking even bigger than anticipated. It will be arriving soon. FEMA First Responders and Law Enforcement are supplied and ready. Be safe!,9/12/2018 10:58,14575,69288,FALSE,1.03983E+18
Twitter for iPhone,We got A Pluses for our recent hurricane work in Texas and Florida (and did an unappreciated great job in Puerto Rico even though an inaccessible island with very poor electricity and a totally incompetent Mayor of San Juan). We are ready for the big one that is coming!,9/12/2018 10:51,16495,77537,FALSE,1.03983E+18
Twitter for iPhone,“The President has absolutely demonstrated no wrongdoing whatsoever &amp; that the Special Counsel has no evidence of any wrongdoing. In other words it’s time to end this Witch Hunt.” @LouDobbs   Russian “collusion” was just an excuse by the Democrats for having lost the Election!,9/12/2018 10:30,17704,70293,FALSE,1.03982E+18
Twitter for iPhone,Crazy Maxine Waters: “After we impeach Trump we’ll go after Mike Pence. We’ll get him.”  @FoxNews  Where are the Democrats coming from? The best Economy in the history of our country would totally collapse if they ever took control!,9/12/2018 1:55,28470,109586,FALSE,1.03969E+18
Twitter for iPhone,....giving the information and causing the appointment of a Special C without having the courage of his own convictions.....”  Alan Dershowitz   @TuckerCarlson   In other words the whole thing was illegally and very unfairly set up?,9/12/2018 1:28,15904,61918,FALSE,1.03969E+18
Twitter for iPhone,“You know who’s at fault for this more than anyone else Comey because he leaked information and laundered it through a professor at Columbia Law School. Shame on that professor and shame on Comey. He snuck the information to a law professor who collaborated with him in........,9/12/2018 1:16,21065,82077,FALSE,1.03968E+18
Twitter for iPhone,#NeverForget #September11th https://t.co/POd8D1WfBa,9/12/2018 0:19,14843,60006,FALSE,1.03967E+18
Twitter for iPhone,RT @WhiteHouse: .@realDonaldTrump and @FLOTUS visited the Flight 93 National Memorial in Pennsylvania this morning to honor the memories of…,9/11/2018 22:51,13256,0,TRUE,1.03965E+18
Twitter for iPhone,The safety of American people is my absolute highest priority. Heed the directions of your State and Local Officials. Please be prepared be careful and be SAFE! https://t.co/YP7ssITwW9 https://t.co/LZIUCgdPTH,9/11/2018 20:16,15666,62924,FALSE,1.03961E+18
Twitter for iPhone,Small Business Optimism Soars to Highest Level Ever | Breitbart https://t.co/T6rFhfPz6n via @BreitbartNews,9/11/2018 16:48,13347,50928,FALSE,1.03956E+18
Twitter for iPhone,#NeverForget #September11th https://t.co/l8WZer3UOL,9/11/2018 15:32,12941,49546,FALSE,1.03954E+18
Twitter for iPhone,17 years since September 11th!,9/11/2018 12:58,22422,99109,FALSE,1.0395E+18
Twitter for iPhone,Departing Washington D.C. to attend a Flight 93 September 11th Memorial Service in Shanksville Pennsylvania with Melania. #NeverForget https://t.co/O2sFUeRqeb,9/11/2018 12:24,14912,66010,FALSE,1.03949E+18
Twitter for iPhone,Rudy Giuliani did a GREAT job as Mayor of NYC during the period of September 11th. His leadership bravery and skill must never be forgotten. Rudy is a TRUE WARRIOR!,9/11/2018 11:59,24404,116879,FALSE,1.03948E+18
Twitter for iPhone,“ERIC Holder could be running the Justice Department right now and it would be behaving no differently than it is.” @LouDobbs,9/11/2018 11:41,13753,57659,FALSE,1.03948E+18
Twitter for iPhone,New Strzok-Page texts reveal “Media Leak Strategy.”  @FoxNews  So terrible and NOTHING is being done at DOJ or FBI - but the world is watching and they get it completely.,9/11/2018 11:19,22610,82847,FALSE,1.03947E+18
Twitter for iPhone,#NeverForget  #September11th https://t.co/ExGrrVtrEf,9/11/2018 11:12,16328,60786,FALSE,1.03947E+18
Twitter for iPhone,“We have found nothing to show collusion between President Trump &amp; Russia absolutely zero but every day we get more documentation showing collusion between the FBI &amp; DOJ the Hillary campaign foreign spies &amp; Russians incredible.” @SaraCarterDC @LouDobbs,9/11/2018 11:08,22624,78569,FALSE,1.03947E+18
Twitter for iPhone,https://t.co/Vh47XjGzpt,9/10/2018 23:35,37754,108616,FALSE,1.0393E+18
Twitter for iPhone,Just had calls with South Carolina Governor Henry McMaster North Carolina Governor Roy Cooper and Virginia Governor Ralph Northam regarding the incoming storm. Federal Government stands by ready to assist 24/7.,9/10/2018 23:21,15191,69310,FALSE,1.03929E+18
Twitter for iPhone,My people just informed me that this is one of the worst storms to hit the East Coast in many years. Also looking like a direct hit on North Carolina South Carolina and Virginia. Please be prepared be careful and be SAFE!,9/10/2018 23:17,22422,95600,FALSE,1.03929E+18
Twitter for iPhone,Was just briefed via phone by @DHSgov @SecNielsen and @FEMA @FEMA_Brock along with @VP Mike Pence and Chief of Staff John Kelly on incoming storm which is very dangerous. Heed the directions of your State and Local Officials - and know that WE are here for you. Be SAFE! https://t.co/sN8D5NvrBa,9/10/2018 21:52,12357,49951,FALSE,1.03927E+18
Twitter for iPhone,Chuck Schumer is holding up 320 appointments (Ambassadors Executives etc.) of great people who have left jobs and given up so much in order to come into Government. Schumer and the Democrats continue to OBSTRUCT!,9/10/2018 21:18,29429,90214,FALSE,1.03926E+18
Twitter for iPhone,To the incredible citizens of North Carolina South Carolina and the entire East Coast - the storm looks very bad! Please take all necessary precautions. We have already began mobilizing our assets to respond accordingly and we are here for you! https://t.co/g74cyD6b6K,9/10/2018 19:41,27869,114933,FALSE,1.03924E+18
Twitter for iPhone,The Storms in the Atlantic are very dangerous. We encourage anyone in the path of these storms to prepare themselves and to heed the warnings of State and Local officials. The Federal Government is closely monitoring and ready to assist. We are with you!,9/10/2018 19:35,18132,80243,FALSE,1.03924E+18
Twitter for iPhone,“President Trump would need a magic wand to get to 4% GDP” stated President Obama. I guess I have a magic wand 4.2% and we will do MUCH better than this! We have just begun.,9/10/2018 14:42,42135,152901,FALSE,1.03916E+18
Twitter for iPhone,The Economy is soooo good perhaps the best in our country’s history (remember it’s the economy stupid!) that the Democrats are flailing &amp; lying like CRAZY! Phony books articles and T.V. “hits” like no other pol has had to endure-and they are losing big. Very dishonest people!,9/10/2018 13:57,22256,90056,FALSE,1.03915E+18
Twitter for iPhone,“It is mostly anonymous sources in here why should anyone trust you? General Mattis General Kelly said it’s not true.” @SavannahGuthrie  @TODAYshow  Bob Woodward is a liar who is like a Dem operative prior to the Midterms. He was caught cold even by NBC.,9/10/2018 12:36,14920,57772,FALSE,1.03913E+18
Twitter for iPhone,RT @realDonaldTrump: The Woodward book is a scam. I don’t talk the way I am quoted. If I did I would not have been elected President. These…,9/10/2018 12:11,29441,0,TRUE,1.03912E+18
Twitter for iPhone,RT @realDonaldTrump: “Trump has set Economic Growth on fire. During his time in office the economy has achieved feats most experts thought…,9/10/2018 12:10,19087,0,TRUE,1.03912E+18
Twitter for iPhone,RT @The_Trump_Train: @realDonaldTrump STAND FOR THE NATIONAL ANTHEM! https://t.co/oHk86YNi0v,9/10/2018 12:08,9557,0,TRUE,1.03912E+18
Twitter for iPhone,RT @trueamerica1st: Thank you @realDonaldTrump https://t.co/fpFwNqw5id,9/10/2018 12:08,16608,0,TRUE,1.03912E+18
Twitter for iPhone,RT @trueamerica1st: Thank god for Trump! https://t.co/bnPaMHW3tB,9/10/2018 12:06,12319,0,TRUE,1.03912E+18
Twitter for iPhone,RT @trueamerica1st: Welcome to 2018 NFL https://t.co/K6YJEc1IXi,9/10/2018 12:06,8906,0,TRUE,1.03912E+18
Twitter for iPhone,RT @trueamerica1st: https://t.co/po1LaCbWg1,9/10/2018 12:05,11807,0,TRUE,1.03912E+18
Twitter for iPhone,“I’m taking this book with a grain of salt &amp; everyone should do the same. Multiple sources but almost every one of them has come out and discredited the claims made by Woodward. You cannot take this book too seriously.” Katelyn Caralle Washington Examiner,9/10/2018 11:46,12282,53974,FALSE,1.03912E+18
Twitter for iPhone,The White House is a “smooth running machine.” We are making some of the biggest and most important deals in our country’s history - with many more to come! The Dems are going crazy!,9/10/2018 11:35,16439,71651,FALSE,1.03912E+18
Twitter for iPhone,The White House is running beautifully. We are making some of the greatest and most important deals in our countries history - with many more to come. Big progress!,9/10/2018 11:30,6,7,FALSE,1.03911E+18
Twitter for iPhone,The Woodward book is a Joke - just another assault against me in a barrage of assaults using now disproven unnamed and anonymous sources. Many have already come forward to say the quotes by them like the book are fiction. Dems can’t stand losing. I’ll write the real book!,9/10/2018 11:22,17211,76167,FALSE,1.03911E+18
Twitter for iPhone,If the Democrats had won the Election in 2016 GDP which was about 1% and going down would have been minus 4% instead of up 4.2%. I opened up our beautiful economic engine with Regulation and Tax Cuts. Our system was choking and would have been made worse. Still plenty to do!,9/10/2018 11:10,15995,65807,FALSE,1.03911E+18
Twitter for iPhone,The GDP Rate (4.2%) is higher than the Unemployment Rate (3.9%) for the first time in over 100 years!,9/10/2018 11:03,25215,90857,FALSE,1.03911E+18
Twitter for iPhone,Melania and I wish all Jewish people Shana Tova and send our warmest greetings to those celebrating Rosh Hashanah and the start of the High Holy Days... https://t.co/uMrHHX5il0,9/9/2018 17:28,15880,66752,FALSE,1.03884E+18
Twitter for iPhone,...its commitment to denuclearize.” @FoxNews  This is a big and very positive statement from North Korea. Thank you To Chairman Kim. We will both prove everyone wrong! There is nothing like good dialogue from two people that like each other! Much better than before I took office.,9/9/2018 15:31,17417,70482,FALSE,1.03881E+18
Twitter for iPhone,North Korea has just staged their parade celebrating 70th anniversary of founding without the customary display of nuclear missiles. Theme was peace and economic development. “Experts believe that North Korea cut out the nuclear missiles to show President Trump......,9/9/2018 15:21,21120,83328,FALSE,1.03881E+18
Twitter for iPhone,Wow NFL first game ratings are way down over an already really bad last year comparison. Viewership declined 13% the lowest in over a decade. If the players stood proudly for our Flag and Anthem and it is all shown on broadcast maybe ratings could come back? Otherwise worse!,9/9/2018 14:42,22782,106928,FALSE,1.0388E+18
Twitter for iPhone,“Trump has set Economic Growth on fire. During his time in office the economy has achieved feats most experts thought impossible. GDP is growing at a 3 percent-plus rate. The unemployment rate is near a 50 year low.” CNBC...Also the Stock Market is up almost 50% since Election!,9/9/2018 14:12,19063,77923,FALSE,1.03879E+18
Twitter for iPhone,If the U.S. sells a car into China there is a tax of 25%. If China sells a car into the U.S. there is a tax of 2%. Does anybody think that is FAIR? The days of the U.S. being ripped-off by other nations is OVER!,9/9/2018 14:01,32757,133067,FALSE,1.03879E+18
Twitter for iPhone,“Ford has abruptly killed a plan to sell a Chinese-made small vehicle in the U.S. because of the prospect of higher U.S. Tariffs.” CNBC.  This is just the beginning. This car can now be BUILT IN THE U.S.A. and Ford will pay no tariffs!,9/9/2018 13:49,20383,84225,FALSE,1.03879E+18
Twitter for iPhone,“Barack Obama talked a lot about hope but Donald Trump delivered the American Dream. All the economic indicators what’s happening overseas Donald Trump has proven to be far more successful than Barack Obama. President Trump is delivering the American Dream.” Jason Chaffetz,9/9/2018 13:32,25068,95006,FALSE,1.03878E+18
Twitter for iPhone,RT @realDonaldTrump: So true! “Mr. Trump remains the single most popular figure in the Republican Party whose fealty has helped buoy candi…,9/9/2018 13:15,13885,0,TRUE,1.03878E+18
Twitter for iPhone,RT @DanScavino: https://t.co/VznqrCTR0C,9/9/2018 13:13,18573,0,TRUE,1.03878E+18
Twitter for iPhone,RT @realDonaldTrump: Happy Anniversary! #ProudDeplorable https://t.co/iHyeu5a8DD,9/9/2018 13:12,5494,0,TRUE,1.03878E+18
Twitter for iPhone,“Barrack Obama talked a lot about hope but Donald Trump delivered the American Dream. All the economic indicators what’s happening overseas Donald Trump has proven to be far more successful than Barrack Obama. President Trump is delivering the American Dream.” Jason Chaffetz,9/9/2018 13:10,4613,15228,FALSE,1.03878E+18
Twitter for iPhone,Happy Anniversary! #ProudDeplorable https://t.co/iHyeu5a8DD,9/9/2018 13:01,27742,87873,FALSE,1.03877E+18
Twitter for iPhone,RT @thejtlewis: @realDonaldTrump President Trump will win in 2020 in an even BIGGER landslide than 2016! You are the greatest President EVE…,9/9/2018 1:54,14017,0,TRUE,1.03861E+18
Twitter for iPhone,So nice thank you both! https://t.co/IAskDJIILo,9/9/2018 1:51,19817,85874,FALSE,1.03861E+18
Twitter for iPhone,The Dems have tried every trick in the playbook-call me everything under the sun. But if I’m all of those terrible things how come I beat them so badly 306-223? Maybe they’re just not very good! The fact is they are going CRAZY only because they know they can’t beat me in 2020!,9/9/2018 1:47,29744,125431,FALSE,1.0386E+18
Twitter for iPhone,Republicans are doing really well with the Senate Midterms. Races that we were not even thinking about winning are now very close or even leading. Election night will be very interesting indeed!,9/9/2018 1:38,21355,93794,FALSE,1.0386E+18
Twitter for iPhone,Our Social Media (and beyond) Stars @DiamondandSilk are terrific people who are doing really well. We are all very proud of them and their great success!,9/9/2018 0:07,19391,87579,FALSE,1.03858E+18
Twitter for iPhone,So true! “Mr. Trump remains the single most popular figure in the Republican Party whose fealty has helped buoy candidates in competitive Republican primaries and remains a hot commodity among general election candidates.”  Nicholas Fandos @nytimes,9/8/2018 21:08,16272,73477,FALSE,1.03853E+18
Twitter for iPhone,Apple prices may increase because of the massive Tariffs we may be imposing on China - but there is an easy solution where there would be ZERO tax and indeed a tax incentive. Make your products in the United States instead of China. Start building new plants now. Exciting! #MAGA,9/8/2018 15:45,28281,112546,FALSE,1.03845E+18
Twitter for iPhone,We are breaking all Jobs and Economic Records but importantly our Country has TREMENDOUS FUTURE POTENTIAL. We have just begun!,9/8/2018 14:51,24477,103159,FALSE,1.03844E+18
Twitter for iPhone,“To this point President Trump’s achievements are unprecedented.”  @LouDobbs,9/8/2018 14:47,15434,68415,FALSE,1.03844E+18
Twitter for iPhone,Dave Hughes is running for Congress in the Great State of Minnesota. He will help us accomplish our America First policies is strong on Crime the Border our 2nd Amendmen Trade Military and Vets. Running against Pelosi Liberal Puppet Petterson. Dave has my Total Endorsement!,9/8/2018 14:44,16085,63385,FALSE,1.03844E+18
Twitter for iPhone,RT @ericbolling: Watching @BarackObama take credit for @realDonaldTrump successes is disgraceful.Score So Far-TRUMP:-Unemployment Rate…,9/8/2018 1:22,23110,0,TRUE,1.03824E+18
Twitter for iPhone,RT @RichardGrenell: fact check: @realDonaldTrump kicked the Nazi out of NYC after 14 years and multiple Presidents allowed him to stay. htt…,9/8/2018 1:17,23244,0,TRUE,1.03823E+18
Twitter for iPhone,RT @CalebJHull: “I complained plenty about Fox News but I never threatened to shut them down.”It’s probably a good time to remind you th…,9/8/2018 1:17,32671,0,TRUE,1.03823E+18
Twitter for iPhone,RT @Scavino45: .@larry_kudlow: “Job gains wage growth show Trump's economic boom continues” https://t.co/raDjFB3zrW,9/8/2018 1:03,10603,0,TRUE,1.03823E+18
Twitter for iPhone,14 days for $28 MILLION - $2 MILLION a day No Collusion. A great day for America!,9/7/2018 21:39,21096,87063,FALSE,1.03818E+18
Twitter for iPhone,“Unprecedented Jobs Growth Streak Continues as Wages Rise” https://t.co/Mk0WSyjdOe,9/7/2018 20:16,14739,56501,FALSE,1.03816E+18
Twitter for iPhone,Under our horrible immigration laws the Government is frequently blocked from deporting criminal aliens with violent felony convictions. House GOP just passed a bill to increase our ability to deport violent felons (Crazy Dems opposed). Need to get this bill to my desk fast!,9/7/2018 16:35,30246,112398,FALSE,1.0381E+18
Twitter for iPhone,The Woodward book is a scam. I don’t talk the way I am quoted. If I did I would not have been elected President. These quotes were made up. The author uses every trick in the book to demean and belittle. I wish the people could see the real facts - and our country is doing GREAT!,9/7/2018 11:32,29430,127236,FALSE,1.03803E+18
Twitter for iPhone,Matt Rosendale will be a Great Senator from a Great State Montana! He is a fighter who will be tough on Crime and the Border fight hard for our 2nd Amendment and loves our Military and our Vets. He has my full and complete Endorsement!,9/7/2018 11:11,15928,68260,FALSE,1.03802E+18
Twitter for iPhone,What was Nike thinking?,9/7/2018 10:56,30036,151673,FALSE,1.03802E+18
Twitter for iPhone,Thank you Montana I love you! https://t.co/9J4Xv2PoNw,9/7/2018 2:48,16071,76228,FALSE,1.0379E+18
Twitter for iPhone,MAKE AMERICA GREAT AGAIN! https://t.co/RPOYiqsHHH,9/7/2018 2:38,17418,67872,FALSE,1.03789E+18
Twitter for iPhone,Getting ready to go on stage for Matt Rosendale who will be a great Senator. Jon Tester has let the people of Montana down &amp; does not deserve another six years. Matt is strong on Crime the Borders &amp; will save your Second Amendment from the onslaught. Loves our Military &amp; Vets!,9/7/2018 1:06,16358,75391,FALSE,1.03787E+18
Twitter for iPhone,Landing in Montana now to support Matt Rosendale for U.S. Senate! #MAGA https://t.co/0MIEyWxMbW,9/6/2018 23:15,11046,52569,FALSE,1.03784E+18
Twitter for iPhone,Are the investigative “journalists” of the New York Times going to investigate themselves - who is the anonymous letter writer?,9/6/2018 23:12,18804,86141,FALSE,1.03784E+18
Twitter for iPhone,Look forward to seeing everyone in Montana tonight! #MAGA https://t.co/fyHduA2Peo,9/6/2018 17:16,13209,56324,FALSE,1.03775E+18
Twitter for iPhone,“The record is quite remarkable. The President has faithfully followed the agenda he campaigned on in 2016. People should focus on the results and they’re extraordinary!”  James Freeman - Wall Street Journal,9/6/2018 14:09,25245,97379,FALSE,1.0377E+18
Twitter for iPhone,Cosumer confidence highest in 18 years Atlanta Fed forecasts 4.7 GDP manufacturing jobs highest in many years. “It’s the story of the Trump Administration the Economic Success that’s unnerving his detractors.” @MariaBartiromo,9/6/2018 11:31,19110,76621,FALSE,1.03766E+18
Twitter for iPhone,The Deep State and the Left and their vehicle the Fake News Media are going Crazy - &amp; they don’t know what to do. The Economy is booming like never before Jobs are at Historic Highs soon TWO Supreme Court Justices &amp; maybe Declassification to find Additional Corruption. Wow!,9/6/2018 11:19,36407,129230,FALSE,1.03766E+18
Twitter for iPhone,Kim Jong Un of North Korea proclaims “unwavering faith in President Trump.” Thank you to Chairman Kim. We will get it done together!,9/6/2018 10:58,26147,110587,FALSE,1.03766E+18
Twitter for iPhone,I’m draining the Swamp and the Swamp is trying to fight back. Don’t worry we will win!,9/6/2018 3:22,53170,203256,FALSE,1.03754E+18
Twitter for iPhone,Does the so-called “Senior Administration Official” really exist or is it just the Failing New York Times with another phony source? If the GUTLESS anonymous person does indeed exist the Times must for National Security purposes turn him/her over to government at once!,9/5/2018 23:40,31916,120458,FALSE,1.03749E+18
Twitter for iPhone,TREASON?,9/5/2018 22:15,34012,121342,FALSE,1.03746E+18
Twitter for iPhone,The Failing New York Times! https://t.co/SHsXvYKpBf,9/5/2018 21:45,25528,88162,FALSE,1.03746E+18
Twitter for iPhone,Today it was my honor to welcome the Amir of Kuwait to the @WhiteHouse! https://t.co/b5iqsajpOj https://t.co/8wtucJrtEl,9/5/2018 21:10,12204,49881,FALSE,1.03745E+18
Twitter for iPhone,Join me tomorrow night at 7:00pm MDT in Billings Montana for a MAKE AMERICA GREAT AGAIN RALLY! Get your tickets here: https://t.co/fyHduA2Peo,9/5/2018 19:09,14923,55583,FALSE,1.03742E+18
Twitter for iPhone,Thank you General Mattis book is boring &amp; untrue! https://t.co/Bq79ZjF3Dk,9/5/2018 13:54,15430,62276,FALSE,1.03734E+18
Twitter for iPhone,Thank you General Kelly book is total fiction! https://t.co/J5iUONhRin,9/5/2018 13:51,14809,58827,FALSE,1.03734E+18
Twitter for iPhone,Just like the NFL whose ratings have gone WAY DOWN Nike is getting absolutely killed with anger and boycotts. I wonder if they had any idea that it would be this way? As far as the NFL is concerned I just find it hard to watch and always will until they stand for the FLAG!,9/5/2018 13:39,27547,121039,FALSE,1.03733E+18
Twitter for iPhone,The Trump Economy is booming with help of House and Senate GOP. #FarmBill with SNAP work  requirements will bolster farmers and get America back to work. Pass the Farm Bill with SNAP work requirements!,9/5/2018 13:21,13994,60250,FALSE,1.03733E+18
Twitter for iPhone,Almost everyone agrees that my Administration has done more in less than two years than any other Administration in the history of our Country. I’m tough as hell on people &amp; if I weren’t nothing would get done. Also I question everybody &amp; everything-which is why I got elected!,9/5/2018 13:20,28860,118462,FALSE,1.03733E+18
Twitter for iPhone,Isn’t it a shame that someone can write an article or book totally make up stories and form a picture of a person that is literally the exact opposite of the fact and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?,9/5/2018 11:33,25541,114928,FALSE,1.0373E+18
Twitter for iPhone,“Secretary Mattis Nukes Woodward Allegations” https://t.co/H5bPjsVXNb,9/5/2018 3:35,14595,53122,FALSE,1.03718E+18
Twitter for iPhone,Jim Mattis Calls Woodward Book 'Fiction': 'Product of Someone's Rich Imagination' https://t.co/HGMDiH98nx via @BreitbartNews,9/5/2018 3:32,12273,46774,FALSE,1.03718E+18
Twitter for iPhone,The already discredited Woodward book so many lies and phony sources has me calling Jeff Sessions “mentally retarded” and “a dumb southerner.” I said NEITHER never used those terms on anyone including Jeff and being a southerner is a GREAT thing. He made this up to divide!,9/5/2018 3:01,22078,87246,FALSE,1.03717E+18
Twitter for iPhone,Sleepy Eyes Chuck Todd of Fake NBC News said it’s time for the Press to stop complaining and to start fighting back. Actually Chuck they’ve been doing that from the day I announced for President. They’ve gone all out and I WON and now they’re going CRAZY!,9/5/2018 2:50,26168,107623,FALSE,1.03717E+18
Twitter for iPhone,The Woodward book has already been refuted and discredited by General (Secretary of Defense) James Mattis and General (Chief of Staff) John Kelly. Their quotes were made up frauds a con on the public. Likewise other stories and quotes. Woodward is a Dem operative? Notice timing?,9/4/2018 23:18,23494,83890,FALSE,1.03712E+18
Twitter for iPhone,Statement from White House @PressSec Sarah Sanders: https://t.co/mE73HSi6Rl,9/4/2018 22:49,15810,56201,FALSE,1.03711E+18
Twitter for iPhone,Statement from White House Chief of Staff General John Kelly: https://t.co/LUN8cDr3N5,9/4/2018 22:38,20314,66605,FALSE,1.03711E+18
Twitter for iPhone,Statement from Secretary of Defense James Mattis: https://t.co/OneaxKCneV,9/4/2018 22:37,21557,67922,FALSE,1.03711E+18
Twitter for iPhone,“Judge Brett Kavanaugh is an Exceptionally Qualified and Deserving Nominee for the Supreme Court” https://t.co/nD5XZo9yIm,9/4/2018 21:03,15184,58914,FALSE,1.03708E+18
Twitter for iPhone,Paul Cook is a decorated Marine Corps Veteran who loves and supports our Military and Vets. He is Strong on Crime the Border and supported Tax Cuts for the people of California. Paul has my total and complete Endorsement!,9/4/2018 20:55,16062,64539,FALSE,1.03708E+18
Twitter for iPhone,“Pledge to America’s Workers” https://t.co/wbGZU6oi9G,9/4/2018 20:44,10319,43016,FALSE,1.03708E+18
