,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
1063,20171114 0226,2579.25,Twitter for iPhone,Excited to be heading home to see the House pass a GREAT Tax Bill with the middle class getting big TAX CUTS!#MakeAmericaGreatAgain🇺🇸,2017-11-14 02:21:14,14595,77499,1
1064,20171114 0513,2579.5,Twitter Web Client,Great to see @RandPaul looking well and back on the Senate floor. He will help us with TAX CUTS and REFORM!,2017-11-14 05:08:19,11085,58147,1
1065,20171114 0525,2578.25,Twitter Web Client,After my tour of Asia all Countries dealing with us on TRADE know that the rules have changed. The United States has to be treated fairly and in a reciprocal fashion. The massive TRADE deficits must go down quickly!,2017-11-14 05:20:31,16950,84021,1
1066,20171114 0531,2578.5,Twitter Web Client,Just arrived at #ASEAN50 in the Philippines for my final stop with World Leaders. Will lead to FAIR TRADE DEALS unlike the horror shows from past Administrations. Will then be leaving for D.C. Made many good friends!,2017-11-14 05:26:45,8566,48188,1
1067,20171114 0812,2576.0,Twitter Web Client,One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some people think numbers could be in the 50's. Together WE will MAKE AMERICA GREAT AGAIN! https://t.co/YhrwkdObhP,2017-11-14 08:07:29,15736,65280,1
1068,20171114 0916,2574.13,Twitter for iPhone,THANK YOU to the amazing staff and their families of the United States Embassy in the Philippines. Keep up the GREAT WORK! https://t.co/3ABVXTsJM0,2017-11-14 09:11:51,10576,55853,1
1069,20171115 0439,2565.25,Twitter for iPhone,May God be with the people of Sutherland Springs Texas. The FBI and Law Enforcement has arrived.,2017-11-15 04:34:46,6540,36579,0
1070,20171115 0447,2564.25,Twitter for iPhone,Just returned from Asia after 12 very successful days. Great to be home!,2017-11-15 04:42:16,11843,85270,1
1071,20171115 1026,2564.0,Twitter for iPhone,RT @realDonaldTrump: Thank you to our GREAT Military/Veterans and @PacificCommand.Remember #PearlHarbor. Remember the @USSArizona!A day…,2017-11-15 10:21:35,20030,0,1
1072,20171115 1027,2563.75,Twitter for iPhone,RT @realDonaldTrump: Unemployment is down to 4.1% lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Mark…,2017-11-15 10:22:33,38806,0,-1
1073,20171115 1027,2563.75,Twitter for iPhone,RT @PChowka: Sean Hannity's Big Week - Top Ratings Probing Reporting and Let There Be Light at American Thinker https://t.co/b0RxpZd3Lb h…,2017-11-15 10:22:10,3920,0,1
1074,20171115 1030,2562.75,Twitter for iPhone,RT @Scavino45: 20295 miles later #POTUSinAsia has successfully concluded as @POTUS @realDonaldTrump lands on the South Lawn of @WhiteHouse…,2017-11-15 10:25:48,8993,0,1
1075,20171115 1035,2565.0,Twitter for iPhone,Our great country is respected again in Asia. You will see the fruits of our long but successful trip for many years to come!,2017-11-15 10:30:58,16884,92260,1
1076,20171115 1045,2566.5,Twitter for iPhone,.@foxandfriends will be showing much of our successful trip to Asia and the friendships &amp; benefits that will endure for years to come!,2017-11-15 10:40:02,9541,52255,1
1077,20171115 1050,2565.75,Twitter for iPhone,While in the Philippines I was forced to watch @CNN which I have not done in months and again realized how bad and FAKE it is. Loser!,2017-11-15 10:45:39,32702,135601,-1
1078,20171115 1058,2567.75,Twitter for iPhone,Thank you working hard! https://t.co/TmNdNPBJ3m,2017-11-15 10:53:42,5154,32118,-1
1079,20171115 1103,2568.25,Twitter for iPhone,Thank you! https://t.co/EQMwv1XbiM,2017-11-15 10:58:18,10485,48022,0
1080,20171115 1516,2569.25,Twitter for iPhone,Do you think the three UCLA Basketball Players will say thank you President Trump? They were headed for 10 years in jail!,2017-11-15 15:11:53,43776,165011,-1
1081,20171115 1640,2563.75,Twitter for iPhone,The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping President of China.....,2017-11-15 16:35:39,14267,67340,1
1082,20171116 0216,2572.75,Twitter for iPhone,Why are Democrats fighting massive tax cuts for the middle class and business (jobs)? The reason: Obstruction and Delay!,2017-11-16 02:11:45,23817,101559,0
1083,20171116 0219,2574.0,Twitter for iPhone,Big vote tomorrow in the House. Tax cuts are getting close!,2017-11-16 02:14:35,12131,70949,0
1084,20171116 1139,2582.25,Twitter for iPhone,....your release possible and HAVE A GREAT LIFE! Be careful there are many pitfalls on the long and winding road of life!,2017-11-16 11:34:52,17232,93551,1
1085,20171116 1818,2584.5,Twitter Web Client,Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again.,2017-11-16 18:13:51,13807,65781,0
1086,20171116 2021,2584.5,Twitter for iPhone,Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year! https://t.co/8FjefMj6hh,2017-11-16 20:16:15,16216,68106,0
1087,20171117 0302,2582.25,Twitter for iPhone,Big win today in the House for GOP Tax Cuts and Reform 227-205. Zero Dems they want to raise taxes much higher but not for our military!,2017-11-17 02:57:19,12904,64038,1
1088,20171117 0311,2583.5,Twitter for iPhone,The Al Frankenstien picture is really bad speaks a thousand words. Where do his hands go in pictures 2 3 4 5 &amp; 6 while she sleeps? .....,2017-11-17 03:06:34,24215,87667,-1
1089,20171117 0320,2583.75,Twitter for iPhone,.And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?,2017-11-17 03:15:49,20330,85681,1
1090,20171117 1034,2580.0,Twitter for iPhone,Great numbers on Stocks and the Economy. If we get Tax Cuts and Reform we'll really see some great results!,2017-11-17 10:29:37,14627,75155,1
1091,20171117 1105,2580.5,Twitter for iPhone,If Democrats were not such obstructionists and understood the power of lower taxes we would be able to get many of their ideas into Bill!,2017-11-17 11:00:43,21521,100044,1
1092,20171119 2327,2570.5,Twitter for iPhone,Sen. Jeff Flake(y) who is unelectable in the Great State of Arizona (quit race anemic polls) was caught (purposely) on “mike” saying bad things about your favorite President. He’ll be a NO on tax cuts because his political career anyway is “toast.”,2017-11-19 23:22:17,16532,70791,1
1093,20171119 2341,2570.5,Twitter for iPhone,Shoplifting is a very big deal in China as it should be (5-10 years in jail) but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!,2017-11-19 23:36:40,30318,135939,1
1094,20171120 0002,2570.5,Twitter for iPhone,Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal.,2017-11-19 23:57:10,13550,66098,-1
1095,20171120 0134,2569.0,Twitter for iPhone,Border Patrol Officer killed at Southern Border another badly hurt. We will seek out and bring to justice those responsible. We will and must build the Wall!,2017-11-20 01:29:02,36647,151368,-1
1096,20171120 0226,2570.75,Twitter for iPhone,Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!,2017-11-20 02:21:24,14862,74527,-1
1097,20171120 1130,2580.75,Twitter for iPhone,Marshawn Lynch of the NFL’s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.,2017-11-20 11:25:38,37606,157338,1
1098,20171120 1200,2582.0,Twitter for iPhone,Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco,2017-11-20 11:55:57,18107,79690,1
1099,20171121 1830,2596.5,Twitter for iPhone,President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House. https://t.co/Zauqz4jfWv,2017-11-21 18:25:24,14628,64454,0
1100,20171121 2254,2597.25,Twitter for iPhone,Today we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... https://t.co/fsS8B8f5UR,2017-11-21 22:49:40,14850,75318,1
1101,20171122 1030,2596.0,Twitter for iPhone,It wasn’t the White House it wasn’t the State Department it wasn’t father LaVar’s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor man’s version of Don King but without the hair. Just think..,2017-11-22 10:25:22,33183,126400,-1
1102,20171122 1038,2595.75,Twitter for iPhone,...LaVar you could have spent the next 5 to 10 years during Thanksgiving with your son in China but no NBA contract to support you. But remember LaVar shoplifting is NOT a little thing. It’s a really big deal especially in China. Ungrateful fool!,2017-11-22 10:33:28,39047,160972,-1
1103,20171122 1053,2596.5,Twitter for iPhone,The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. That’s almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....,2017-11-22 10:48:10,25497,121068,-1
1104,20171122 1113,2597.25,Twitter for iPhone,Another Crooked Hillary Fan! https://t.co/1LidydhORD,2017-11-22 11:08:26,38,70,0
1105,20171122 1116,2596.5,Twitter for iPhone,RT @Realjmannarino: @realDonaldTrump The ungratefulness is something I’ve never seen before. If you get someone’s son out of prison he sho…,2017-11-22 11:11:06,8539,0,0
1106,20171122 1118,2596.5,Twitter for iPhone,RT @IngrahamAngle: “Far right”? You mean “right so far” as in @realDonaldTrump has been right so far abt how to kick the economy into high…,2017-11-22 11:13:16,9929,0,1
1107,20171122 1156,2595.5,Twitter for iPhone,Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.,2017-11-22 11:51:22,15842,78387,1
1108,20171122 2119,2593.75,Twitter for iPhone,RT @FLOTUS: Preparations are underway to celebrate the holidays at the @WhiteHouse! https://t.co/N5qZ1NP8ez,2017-11-22 21:14:41,15121,0,0
1109,20171122 2137,2593.75,Twitter for iPhone,I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 people aboard and not much time left. May God be with them and the people of Argentina!,2017-11-22 21:32:18,25715,125245,-1
1110,20171123 0211,2592.75,Twitter for iPhone,....And it will get even better with Tax Cuts! https://t.co/75wozGJQoP,2017-11-23 02:06:57,10413,51840,1
1111,20171123 1133,2596.25,Twitter for iPhone,HAPPY THANKSGIVING your Country is starting to do really well. Jobs coming back highest Stock Market EVER Military getting really strong we will build the WALL V.A. taking care of our Vets great Supreme Court Justice RECORD CUT IN REGS lowest unemployment in 17 years....!,2017-11-23 11:28:32,44385,207605,1
1112,20171123 2259,2597.5,Twitter for iPad,My great honor to join our incredible men and women of the @USCG at the Lake Worth Inlet Station in Riviera Beach Florida today!#HappyThanksgiving https://t.co/C35HR9opbP,2017-11-23 22:54:41,11231,57994,1
1113,20171124 0442,2597.0,Twitter for iPhone,RT @Scavino45: Today @POTUS @realDonaldTrump and @FLOTUS Melania visit the @USCG at the Lake Worth Inlet Station in Riviera Beach Florid…,2017-11-24 04:37:17,7025,0,1
1114,20171124 0459,2597.5,Twitter for iPhone,Two great people! https://t.co/5cVnMhnmuH,2017-11-24 04:54:37,15360,69576,1
1115,20171124 1215,2602.5,Twitter for iPhone,After Turkey call I will be heading over to Trump National Golf Club Jupiter to play golf (quickly) with Tiger Woods and Dustin Johnson. Then back to Mar-a-Lago for talks on bringing even more jobs and companies back to the USA!,2017-11-24 12:10:46,15606,92732,1
1116,20171126 2134,2597.25,Twitter for iPhone,Since the first day I took office all you hear is the phony Democrat excuse for losing the election Russia RussiaRussia.  Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!,2017-11-26 21:29:46,34808,155019,1
1117,20171127 1421,2600.75,Twitter for iPhone,The good news is that their ratings are terrible nobody cares! https://t.co/I7h4Ryin3h,2017-11-27 14:16:36,13407,59880,-1
1118,20171127 1429,2601.0,Twitter for iPhone,The Tax Cut Bill is coming along very well great support. With just a few changes some mathematical the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!,2017-11-27 14:24:36,16098,84043,1
1119,20171128 0253,2601.5,Twitter for iPhone,New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us the much needed Tax Cuts to keep it all going! Democrats want big Tax Increases.,2017-11-28 02:48:53,16343,77845,1
1120,20171128 1250,2615.75,Twitter for iPhone,At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country our Flag and our National Anthem. Weak and out of control!,2017-11-28 12:45:30,20531,101027,-1
1121,20171128 1305,2619.75,Twitter for iPhone,Melania our great and very hard working First Lady who truly loves what she is doing always thought that “if you run you will win.” She would tell everyone that “no doubt he will win.” I also felt I would win (or I would not have run) - and Country is doing great!,2017-11-28 13:00:34,18592,113070,1
1122,20171128 1307,2619.5,Twitter for iPhone,RT @FLOTUS: Had a wonderful visit from @JBA_NAFW children today at the @whitehouse! #WhiteHouseChristmas https://t.co/Hnw758zHzL,2017-11-28 13:02:54,11847,0,1
1123,20171128 1309,2620.0,Twitter for iPhone,RT @statedeptspox: #GES2017 highlights the important role of women #entrepreneurs &amp; demonstrates the importance of #innovation &amp; partnershi…,2017-11-28 13:04:45,3596,0,1
1124,20171128 1310,2620.0,Twitter for iPhone,RT @FLOTUS: The decorations are up! @WhiteHouse is ready to celebrate! Wishing you a Merry Christmas &amp; joyous holiday season! https://t.co/…,2017-11-28 13:05:42,44316,0,1
1125,20171128 1315,2619.25,Twitter for iPhone,RT @IvankaTrump: Thank you for the warm welcome. I’m excited to be in Hyderabad India for #GES2017. https://t.co/1U08h5L9Rm,2017-11-28 13:10:00,7249,0,1
1126,20171128 1422,2614.75,Twitter for iPhone,Meeting with “Chuck and Nancy” today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked are weak on Crime and want to substantially RAISE Taxes. I don’t see a deal!,2017-11-28 14:17:46,20973,86493,-1
1127,20171128 1423,2614.5,Twitter for iPhone,RT @IvankaTrump: It was an honor to meet with you Prime Minister Modi. Thank you for co-hosting the 8th annual Global Entrepreneurship Summ…,2017-11-28 14:18:20,9654,0,0
1128,20171128 1632,2625.75,Twitter for iPhone,“Statement from President Donald J. Trump on #GivingTuesday” https://t.co/NrfnmixAwR,2017-11-28 16:27:30,7300,30619,0
1129,20171128 2235,2624.5,Twitter for iPhone,Dow S&amp;P 500 and Nasdaq all finished the day at new RECORD HIGHS! https://t.co/wJyB9d00hh,2017-11-28 22:30:12,10638,47868,1
1130,20171129 0333,2626.0,Twitter for iPhone,Just won the lawsuit on leadership of Consumer Financial Protection Bureau CFPB. A big win for the Consumer!,2017-11-29 03:28:33,16517,82296,1
1131,20171129 0335,2626.0,Twitter for iPhone,Great work Ivanka! https://t.co/AQL4JLvnDh,2017-11-29 03:30:50,7690,44549,1
1132,20171129 1133,2624.5,Twitter for iPhone,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/Q7AiR0buM2,2017-11-29 11:28:32,5556,0,0
1133,20171129 1137,2625.25,Twitter for iPhone,.@foxandfriends we are in record territory in all things having to do with our economy! https://t.co/VB0Ao3s18d,2017-11-29 11:32:46,8192,37757,0
1134,20171129 1142,2623.0,Twitter for iPhone,RT @JaydaBF: VIDEO: Muslim migrant beats up Dutch boy on crutches! https://t.co/11LgbfFJDq,2017-11-29 11:37:13,19789,0,0
1135,20171129 1148,2621.75,Twitter for iPhone,RT @JaydaBF: VIDEO: Muslim Destroys a Statue of Virgin Mary! https://t.co/qhkrfQrtjV,2017-11-29 11:43:23,19117,0,0
1136,20171129 1149,2622.25,Twitter for iPhone,RT @JaydaBF: VIDEO: Islamist mob pushes teenage boy off roof and beats him to death! https://t.co/XxtlxNNSiP,2017-11-29 11:44:14,18326,0,0
1137,20171129 1154,2622.5,Twitter for iPhone,Great and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el,2017-11-29 11:49:18,16986,68731,1
1138,20171129 1208,2621.0,Twitter for iPhone,Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!,2017-11-29 12:03:38,15251,85969,1
1139,20171129 1221,2624.0,Twitter for iPhone,Wow Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace.” But when will the top executives at NBC &amp; Comcast be fired for putting out so much Fake News. Check out Andy Lack’s past!,2017-11-29 12:16:21,26294,101785,1
1140,20171129 1403,2624.5,Twitter for iPhone,So now tha Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate!,2017-11-29 13:58:05,3421,11146,-1
1141,20171129 1419,2625.0,Twitter for iPhone,So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery” that took place in Florida years ago? Investigate!,2017-11-29 14:14:19,23682,87636,-1
1142,20171129 1445,2623.25,Twitter for iPhone,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,2017-11-29 14:40:01,20849,101786,1
1143,20171129 1454,2624.5,Twitter for iPhone,Economy growing! Excluding hurricane effects CEA estimates that real GDP growth would have been 3.9% in Q3.Stock market at a new high unemployment at a low. We are winning and TAX CUTS will shift our economy into high gear! https://t.co/HrKIF72VqE,2017-11-29 14:49:14,11887,49831,1
1144,20171130 0045,2625.0,Twitter for iPhone,Now we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.But in order to achieve this bright and glowing future the SENATE MUST PASS TAX CUTS – and bring Main Street roaring back to life!https://t.co/jMNwEMrbbr https://t.co/3Niu0thp1D,2017-11-30 00:40:59,12924,52666,1
1145,20171130 0048,2624.5,Twitter for iPhone,Theresa @theresamay don’t focus on me focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!,2017-11-30 00:43:12,4860,14530,-1
1146,20171130 0107,2624.5,Twitter for iPhone,.@Theresa_May don’t focus on me focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!,2017-11-30 01:02:06,40409,119072,-1
1147,20171130 0205,2626.0,Media Studio,"“Had the information (Crooked Hillary’s emails) been released there would have been harm to National Security....""Charles McCulloughFmr Intel Comm Inspector General https://t.co/b0tLW5TVhX",2017-11-30 02:00:23,20727,59143,1
1148,20171130 1206,2644.5,Twitter for iPhone,The Failing @nytimes the pipe organ for the Democrat Party has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!,2017-11-30 12:01:25,14948,63419,-1
1149,20171130 1220,2650.25,Twitter for iPhone,The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends,2017-11-30 12:15:08,12452,54599,1
1150,20171130 1230,2652.0,Twitter for iPhone,The Chinese Envoy who just returned from North Korea seems to have had no impact on Little Rocket Man. Hard to believe his people and the military put up with living in such horrible conditions. Russia and China condemned the launch.,2017-11-30 12:25:00,16907,76452,-1
1151,20171130 1310,2653.75,Twitter for iPhone,Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,2017-11-30 13:05:21,16011,88557,1
1152,20171130 1551,2650.5,Twitter for iPhone,The Dow just broke 24000 for the first time (another all-time Record). If the Dems had won the Presidential Election the Market would be down 50% from these levels and Consumer Confidence which is also at an all-time high would be “low and glum!”,2017-11-30 15:46:39,22087,100005,1
1153,20171130 1931,2642.0,Twitter for iPhone,Thank you @SenOrrinHatch. Let’s continue MAKING AMERICA GREAT AGAIN! https://t.co/PIv9OAVZcf https://t.co/6egRvuwj1l,2017-11-30 19:26:42,14497,52926,1
1154,20171130 2105,2638.0,Twitter for iPhone,Today it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.During the Crown Prince’s visit he is advancing $9 BILLION in commercial deals including finalizing the purchase of F-16’s... https://t.co/vYuw7UGYmN,2017-11-30 21:00:50,10519,47414,1
1155,20171130 2155,2640.0,Twitter for iPhone,Our FIFTH 1K milestone of 2017!#DOW24K #MAGA https://t.co/NoVt1uFp0y,2017-11-30 21:50:33,13075,54588,0
1156,20171201 0041,2641.5,Twitter for iPhone,Today is a day that I’ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak about many times before. Now as President of the United States it is my tremendous honor to finally wish America and the world a very MERRY CHRISTMAS! https://t.co/cTvdlUkfHV,2017-12-01 00:36:40,28878,114046,1
1157,20171201 0335,2641.75,Twitter for iPhone,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,2017-12-01 03:30:42,45448,158890,-1
1158,20171201 1108,2640.25,Twitter for iPhone,The Kate Steinle killer came back and back over the weakly protected Obama border always committing crimes and being violent and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!,2017-12-01 11:03:35,35841,130478,-1
1159,20171201 1118,2630.75,Twitter for iPhone,The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.,2017-12-01 11:13:35,31017,120510,-1
1160,20171201 1126,2620.25,Twitter for iPhone,Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!,2017-12-01 11:21:06,17840,82098,1
1161,20171204 1122,2656.0,Twitter for iPhone,Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama. We need his vote on stopping crime illegal immigration Border Wall Military Pro Life V.A. Judges 2nd Amendment and more. No to Jones a Pelosi/Schumer Puppet!,2017-12-04 11:17:05,26497,97402,1
1162,20171204 1205,2656.75,Twitter for iPhone,Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes tough on crime strong on military and borders...&amp; so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!,2017-12-04 12:00:08,22222,96062,1
1163,20171204 1208,2656.25,Twitter for iPhone,With the great vote on Cutting Taxes this could be a big day for the Stock Market - and YOU!,2017-12-04 12:03:18,16783,91085,1
1164,20171204 1240,2653.0,Twitter for iPhone,A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!,2017-12-04 12:35:39,18746,75521,1
1165,20171205 2318,2625.25,Twitter for iPhone,Join me this Friday in Pensacola Florida at the Pensacola Bay Center! Tickets: https://t.co/zA7SGgWqBE https://t.co/QzFdxQdgAL,2017-12-05 23:13:28,12717,51327,-1
1166,20171206 1258,2628.25,Twitter for iPhone,RT @Scavino45: Time lapse video of the border wall prototypes when they were being built in San Diego. Next phase underway: testing and ev…,2017-12-06 12:53:06,9616,0,0
1167,20171206 1505,2632.75,Twitter for iPhone,MAKE AMERICA GREAT AGAIN!,2017-12-06 15:00:03,48894,189106,1
1168,20171206 1810,2630.25,Twitter for iPhone,Join me live from the @WhiteHouse via #Periscopehttps://t.co/wLXKoISSTG,2017-12-06 18:05:04,13233,47469,1
1169,20171206 2119,2635.5,Twitter for iPhone,I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem... https://t.co/YwgWmT0O8m,2017-12-06 21:14:41,39791,135522,0
1170,20171207 1254,2639.0,Twitter for iPhone,RT @ChuckGrassley: Jerusalem Embassy Act of ‘95 (Senate vote 93-5 &amp; I voted for it) states embassy should be in Jerusalem by 5/31/99. For 1…,2017-12-07 12:49:16,16826,0,0
1171,20171207 1308,2638.0,Twitter for iPhone,RT @EricTrump: #MakeAmericaGreatAgain https://t.co/YpfVHtq8tE,2017-12-07 13:03:00,7712,0,0
1172,20171207 1313,2638.25,Twitter for iPhone,Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,2017-12-07 13:08:02,10350,55973,1
1173,20171207 1509,2635.0,Twitter for iPhone,National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7 1941,2017-12-07 15:04:54,23144,107055,1
1174,20171207 1552,2635.75,Twitter for iPhone,RT @realDonaldTrump: National Pearl Harbor Remembrance Day - “A day that will live in infamy!” December 7 1941,2017-12-07 15:47:14,8003,0,1
1175,20171207 2057,2639.75,Twitter for iPhone,Today as we Remember Pearl Harbor it was an incredible honor to be joined with surviving Veterans of the attack on 12/7/1941. They are HEROES and they are living witnesses to American History. All American hearts are filled with gratitude for their service and their sacrifice. https://t.co/x5LDl25o30,2017-12-07 20:52:49,12949,62267,1
1176,20171208 0541,2646.25,Twitter for iPhone,Tonight @FLOTUS Melania and I were thrilled to welcome so many wonderful friends to the @WhiteHouse – and wish them all a very #HappyHanukkahhttps://t.co/wyPkpTsP1i https://t.co/XhNXZSBEC8,2017-12-08 05:36:09,10311,49440,1
1177,20171208 0546,2645.75,Twitter for iPhone,I fulfilled my campaign promise - others didn’t! https://t.co/bYdaOHmPVJ,2017-12-08 05:41:08,55482,153721,0
1178,20171208 1316,2650.75,Twitter for iPhone,Big crowd expected today in Pensacola Florida for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!,2017-12-08 13:11:43,15771,80230,1
1179,20171208 1511,2648.75,Twitter for iPhone,LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. He’s bad on Crime Life Border Vets Guns &amp; Military. VOTE ROY MOORE!,2017-12-08 15:06:55,19820,75894,-1
1180,20171210 2123,2652.0,Twitter for iPhone,Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media. They are out of control - correct reporting means nothing to them. Major lies written then forced to be withdrawn after they are exposed...a stain on America!,2017-12-10 21:18:40,30872,120303,-1
1181,20171211 1422,2658.75,Twitter for iPhone,Another false story this time in the Failing @nytimes that I watch 4-8 hours of television a day - Wrong!  Also I seldom if ever watch CNN or MSNBC both of which I consider Fake News. I never watch Don Lemon who I once called the “dumbest man on television!” Bad Reporting.,2017-12-11 14:17:18,34018,138768,-1
1182,20171212 1215,2670.0,Twitter for iPhone,Despite thousands of hours wasted and many millions of dollars spent the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS!,2017-12-12 12:10:58,38156,147886,-1
1183,20171212 1308,2668.5,Twitter for iPhone,Lightweight Senator Kirsten Gillibrand a total flunky for Chuck Schumer and someone who would come to my office “begging” for campaign contributions not so long ago (and would do anything for them) is now in the ring fighting against Trump. Very disloyal to Bill &amp; Crooked-USED!,2017-12-12 13:03:35,23666,88993,1
1184,20171212 1414,2668.25,Twitter for iPhone,The people of Alabama will do the right thing. Doug Jones is Pro-Abortion weak on Crime Military and Illegal Immigration Bad for Gun Owners and Veterans and against the WALL. Jones is a Pelosi/Schumer Puppet. Roy Moore will always vote with us. VOTE ROY MOORE!,2017-12-12 14:09:26,21590,81386,-1
1185,20171212 1428,2669.25,Twitter for iPhone,Consumer Confidence is at an All-Time High along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE AMERICA GREAT AGAIN! Working to pass MASSIVE TAX CUTS (looking good).,2017-12-12 14:23:55,20179,92234,1
1186,20171213 0413,2664.0,Twitter for iPhone,Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor but a win is a win. The people of Alabama are great and the Republicans will have another shot at this seat in a very short period of time. It never ends!,2017-12-13 04:08:41,24939,123062,1
1187,20171213 1127,2671.0,Twitter for iPhone,The reason I originally endorsed Luther Strange (and his numbers went up mightily) is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him!,2017-12-13 11:22:04,15235,75633,1
1188,20171213 1307,2667.5,Twitter for iPhone,Wow more than 90% of Fake News Media coverage of me is negative with numerous forced retractions of untrue stories. Hence my use of Social Media the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends,2017-12-13 13:02:52,29405,120149,-1
